id,added,authentication,file_urls_fullsize,file_urls_original,file_urls_square_thumbnail,file_urls_thumbnail,filename,has_derivative_image,item_id,metadata_mime_type,mime_type,modified,original_filename,size,stored,type_os,url
3,2021-04-04T17:51:33+00:00,c6a56e65d2ed786bedb41976dd8fa810,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/519627986585e21157376c430ab085d6.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=YcoPMcFX8g7vLZQDi%2BDbhzBC3Es%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/519627986585e21157376c430ab085d6.png?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=ZTHZlYJlXmJqLR4hyiU6sT0TtWQ%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/519627986585e21157376c430ab085d6.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=lCeEfiSqEUuNsZePgfK0Mft4DWM%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/519627986585e21157376c430ab085d6.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=djOPwgPPevHZKYMHUPxa3zOF2zQ%3D,519627986585e21157376c430ab085d6.png,True,2,image/png,image/png,2021-05-14T15:02:21+00:00,1_2_200DPI.png,3166894,True,"PNG image data, 1652 x 2336, 8-bit/color RGB, non-interlaced",https://erdinggeschichte.omeka.net/api/files/3
4,2021-04-04T17:52:57+00:00,befc9b0a971ee4ba9ba3219a39a663f0,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/9d7906eef95a1a3463194362da50bcee.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=4jrBauinM0nvlKMwc0X%2Fixscb1o%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/9d7906eef95a1a3463194362da50bcee.png?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=ixbdgW6xGtpFDSPAucOLcS7Eg54%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/9d7906eef95a1a3463194362da50bcee.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=bQqXqF7UiXXRmjbAna1dcWSgU%2BI%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/9d7906eef95a1a3463194362da50bcee.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=G3oEkbYWfrNghoyFm7h1qNZFfFM%3D,9d7906eef95a1a3463194362da50bcee.png,True,1,image/png,image/png,2021-04-15T15:18:20+00:00,1_1_200DPI.png,2625564,True,"PNG image data, 1652 x 2336, 8-bit/color RGB, non-interlaced",https://erdinggeschichte.omeka.net/api/files/4
5,2021-04-28T13:07:30+00:00,db0b9d298e137fe127abba36d6f400e1,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/324ff9967e50aac101a55240c50dbf3e.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=yWobvcFSXxJZv25xdc9re%2FaWzRc%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/324ff9967e50aac101a55240c50dbf3e.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=apgyq9NIBdqZuxNDPh7vaDqgnt8%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/324ff9967e50aac101a55240c50dbf3e.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=lNoPvRPl64Fn5WoEcdfRwYlYJwM%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/324ff9967e50aac101a55240c50dbf3e.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=7XNMHPvx8gfNgaD27dzuZMRyMEw%3D,324ff9967e50aac101a55240c50dbf3e.jpg,True,3,image/jpeg,image/jpeg,2021-05-14T15:02:53+00:00,1_300-page-003.jpg,545588,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/5
6,2021-04-28T13:08:38+00:00,afbe060314d26599805219e35f9da26e,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/0fa6c931b396a164f90481c659b967cf.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=NhVK%2BVQ5Alt5omBHf1H8atrXDlI%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/0fa6c931b396a164f90481c659b967cf.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=%2Flbb3Rqv5nnENlvRrJQPHV7AGCE%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/0fa6c931b396a164f90481c659b967cf.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=GplfjlGPQmNgGNhO3q3ygXC9PW4%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/0fa6c931b396a164f90481c659b967cf.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=pBXh%2Bpy4HbC804d1Edozr62MN3k%3D,0fa6c931b396a164f90481c659b967cf.jpg,True,4,image/jpeg,image/jpeg,2021-05-14T15:03:17+00:00,1_300-page-004.jpg,569847,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/6
7,2021-04-28T13:09:07+00:00,5772c22cf3ead2d2b47d0a154bb47986,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/3da486db0cc72bf95d2914f3eed93149.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=fUlfQx2Pa7ckcawScD4iqECRa2M%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/3da486db0cc72bf95d2914f3eed93149.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=Wz827JQ2A62EdYqZxYUIgNxIqxo%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/3da486db0cc72bf95d2914f3eed93149.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=Wp0Dg1%2BlBLVZ5FFV18n7hZMRP4A%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/3da486db0cc72bf95d2914f3eed93149.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=OO5JWg06%2BQnbNZbmslqD5GtklJc%3D,3da486db0cc72bf95d2914f3eed93149.jpg,True,5,image/jpeg,image/jpeg,2021-05-14T15:04:23+00:00,1_300-page-005.jpg,563567,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/7
8,2021-04-28T13:09:31+00:00,b44eb7033466d81540e6a340eca129ca,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/18bc652d53d31dc7577f2f5caee0aa0b.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=bra0VaAjac3XhaXUNXP9O8VQSXw%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/18bc652d53d31dc7577f2f5caee0aa0b.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=vTQADEioVwQm33NPEq%2FqrlE5KHQ%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/18bc652d53d31dc7577f2f5caee0aa0b.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=%2BszB%2BCk5FC4VumsHOuivbTpl%2BEk%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/18bc652d53d31dc7577f2f5caee0aa0b.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=%2FywHb800JuVsaunDO1mDIpHiE1U%3D,18bc652d53d31dc7577f2f5caee0aa0b.jpg,True,6,image/jpeg,image/jpeg,2021-05-14T15:05:08+00:00,1_300-page-006.jpg,562323,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/8
9,2021-04-28T13:09:53+00:00,b3d02987a6c26fce5d505247852669a1,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/dc7b0eb39af741a6f4e6b6d498933c88.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=s2K8djx6spVcqJDkXvBgPQGMey4%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/dc7b0eb39af741a6f4e6b6d498933c88.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=9jBzK0du0o3OZmq%2F%2FaIXwHkLmHQ%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/dc7b0eb39af741a6f4e6b6d498933c88.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=627fk9s%2F9inoLKyKVW1k7YK84I4%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/dc7b0eb39af741a6f4e6b6d498933c88.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=M6lMKGXef0nph41%2F941Y%2B3erKKY%3D,dc7b0eb39af741a6f4e6b6d498933c88.jpg,True,7,image/jpeg,image/jpeg,2021-05-14T15:05:41+00:00,1_300-page-007.jpg,541963,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/9
10,2021-04-28T13:10:19+00:00,1eccfe965e36a882b95f3044a5d07019,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/6a385802d69e8a15b5aa69aec216218a.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=nbaVzNyFHBOyF5X4uAe1qaKN2Hs%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/6a385802d69e8a15b5aa69aec216218a.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=C%2BjCrvP6CYynILyng5CKuvDdJ8M%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/6a385802d69e8a15b5aa69aec216218a.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=qcCuvtwnsOorxwScLxyW932kbsI%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/6a385802d69e8a15b5aa69aec216218a.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=HIIIxx2UhQ4lzaZAFcO0aHpQxFM%3D,6a385802d69e8a15b5aa69aec216218a.jpg,True,8,image/jpeg,image/jpeg,2021-05-14T15:06:13+00:00,1_300-page-008.jpg,533146,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/10
11,2021-04-28T13:10:42+00:00,3b4967b479cd7b40c0d965839fd9b384,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/4cfe77b431938a5c3541711ed9ca91f8.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=sFxgu4vAacWnzmNzEE2wEE6GGm4%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/4cfe77b431938a5c3541711ed9ca91f8.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=VColLDwL1zM7Yo95sYKUFbUMgyI%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/4cfe77b431938a5c3541711ed9ca91f8.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=bHpWqbVBpiEkv6g5571O%2BLjcu8o%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/4cfe77b431938a5c3541711ed9ca91f8.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=Yu6WjZwiWZImevOIrHudt1r8KLI%3D,4cfe77b431938a5c3541711ed9ca91f8.jpg,True,9,image/jpeg,image/jpeg,2021-05-14T15:06:43+00:00,1_300-page-009.jpg,560393,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/11
12,2021-04-28T13:11:03+00:00,d1a58132a9b856102f58f7278ecc9326,https://s3.amazonaws.com/omeka-net/59415/archive/fullsize/57e9b426af7b2efe73ed2f507f265df2.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=4sOKd70AFcvDrffji7YmcWPodFY%3D,https://s3.amazonaws.com/omeka-net/59415/archive/files/57e9b426af7b2efe73ed2f507f265df2.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=k98BVifTbaVsoHZKCuo91MkUw2o%3D,https://s3.amazonaws.com/omeka-net/59415/archive/square_thumbnails/57e9b426af7b2efe73ed2f507f265df2.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=Z%2B6sYmAWXOpAGQR0kyKARGNlU6s%3D,https://s3.amazonaws.com/omeka-net/59415/archive/thumbnails/57e9b426af7b2efe73ed2f507f265df2.jpg?AWSAccessKeyId=AKIAI3ATG3OSQLO5HGKA&Expires=1625097600&Signature=P0PO%2F8GMmUtRz%2BcNEZDH1XJdbfU%3D,57e9b426af7b2efe73ed2f507f265df2.jpg,True,10,image/jpeg,image/jpeg,2021-05-14T15:07:15+00:00,1_300-page-010.jpg,565679,True,"JPEG image data, JFIF standard 1.01",https://erdinggeschichte.omeka.net/api/files/12
